season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,1,27.0,13.5,12.0,27/1,0,0,27,1,453,1
2016,0,0,0,0.0,0.0,0,0,0,0,0,0,17,24.76,6.9,21.52,3/16,0,0,3,16,454,1
2018,7,2,1,1.0,33.33,0,0,0,0,1,0,7,32.85,8.36,23.57,3/16,1,0,3,16,454,0
2021,14,5,8,0.0,57.14,0,1,0,0,8*,0,14,31.14,8.41,22.21,3/16,8,1,3,16,454,0
2022,8,1,3,0.0,60.0,0,0,0,0,3*,1,8,30.5,7.62,24.0,18/3,3,1,18,3,454,0
2023,2,1,1,0.0,100.0,0,0,0,0,1*,0,1,79.0,11.28,42.0,38/1,1,1,38,1,454,0
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,14,22.71,9.26,14.71,29/4,0,0,29,4,454,1
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,4,21.75,7.9,16.5,33/3,0,0,33,3,454,1
2008,0,0,0,0.0,0.0,0,0,0,0,0,0,11,36.72,6.96,31.63,3/11,0,0,3,11,455,1
2009,13,4,8,4.0,100.0,1,0,0,0,4,0,14,18.64,5.22,21.42,3/11,4,0,3,11,455,0
2010,12,1,1,1.0,50.0,0,0,0,0,1,0,15,21.93,6.85,19.2,3/11,1,0,3,11,455,0
2011,5,1,5,0.0,62.5,0,0,0,0,5*,0,2,70.5,7.42,57.0,3/11,5,1,3,11,455,0
2012,10,2,6,3.0,66.66,0,0,0,0,6,0,15,17.33,6.5,16.0,3/11,6,0,3,11,455,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,3,59.0,7.69,46.0,3/11,0,0,3,11,455,1
2014,0,0,0,0.0,0.0,0,0,0,0,0,0,3,41.33,7.75,32.0,3/11,0,0,3,11,455,1
2025,16,13,343,31.18,138.3,23,16,2,0,59,9,0,0.0,0.0,0.0,,59,0,0,0,456,0
2024,7,7,140,23.33,177.21,12,10,1,0,62*,3,0,0.0,0.0,0.0,,62,1,0,0,457,0
2025,16,12,252,31.5,182.6,24,13,0,0,46,12,0,0.0,0.0,0.0,,46,0,0,0,457,0
2026,14,14,318,26.5,147.22,31,13,2,0,57,9,0,0.0,0.0,0.0,,57,0,0,0,457,0
2009,8,8,168,24.0,116.66,11,11,2,0,68,0,0,0.0,0.0,0.0,,68,0,0,0,458,0
2010,14,14,377,31.41,132.28,42,15,2,0,94*,0,0,0.0,0.0,0.0,,94,1,0,0,458,0
2011,14,14,160,12.3,99.37,11,11,0,0,29,0,0,0.0,0.0,0.0,,29,0,0,0,458,0
2012,18,16,255,23.18,113.83,21,13,1,0,64*,0,0,0.0,0.0,0.0,,64,1,0,0,458,0
2013,2,2,9,9.0,90.0,1,0,0,0,9,0,0,0.0,0.0,0.0,,9,0,0,0,458,0
2014,11,10,232,38.66,144.09,14,17,1,0,79*,0,0,0.0,0.0,0.0,,79,1,0,0,458,0
2015,14,11,137,13.7,113.22,12,4,0,0,28,0,0,0.0,0.0,0.0,,28,0,0,0,458,0
2016,17,13,136,13.6,98.55,7,5,0,0,37,0,0,0.0,0.0,0.0,,37,0,0,0,458,0
2017,14,5,79,19.75,121.53,2,3,0,0,34,0,0,0.0,0.0,0.0,,34,0,0,0,458,0
2018,1,1,1,1.0,25.0,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,458,0
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,7,20.71,8.52,14.57,29/2,0,0,29,2,459,1
2026,13,3,14,14.0,155.55,0,1,0,0,10*,3,14,31.42,10.11,18.64,21/2,10,1,21,2,459,0
2020,5,2,33,16.5,113.79,4,0,0,0,33,0,0,0.0,0.0,0.0,,33,0,0,0,460,0
2013,1,1,9,9.0,150.0,0,1,0,0,9,0,1,29.0,7.25,24.0,4/14,9,0,4,14,461,0
2014,0,0,0,0.0,0.0,0,0,0,0,0,0,2,13.5,6.75,12.0,4/14,0,0,4,14,461,1
2015,11,5,20,5.0,111.11,2,1,0,0,6,0,15,21.4,7.55,17.0,4/14,6,0,4,14,461,0
2016,4,2,9,0.0,64.28,1,0,0,0,7*,0,3,38.0,7.6,30.0,4/14,7,1,4,14,461,0
2017,8,3,14,4.66,116.66,0,2,0,0,6,0,15,15.2,8.04,11.33,4/14,6,0,4,14,461,0
2020,7,2,25,25.0,166.66,4,0,0,0,24*,0,5,41.2,7.92,31.2,4/14,24,1,4,14,461,0
2021,5,2,4,2.0,80.0,0,0,0,0,3,0,7,18.14,6.35,17.14,4/14,3,0,4,14,461,0
2022,1,1,1,0.0,50.0,0,0,0,0,1*,0,0,0.0,0.0,0.0,,1,1,0,0,461,0
2021,3,2,18,18.0,112.5,0,1,0,0,12,0,1,98.0,8.16,72.0,1/20,12,0,1,20,462,0
2022,0,0,0,0.0,0.0,0,0,0,0,0,0,3,18.33,9.16,12.0,40/3,0,0,40,3,462,1
2023,10,2,1,0.5,14.28,0,0,0,0,1,1,13,26.07,8.92,17.53,30/4,1,0,30,4,462,0
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,1,24.0,6.0,24.0,24/1,0,0,24,1,462,1
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,1,38.0,9.5,24.0,38/1,0,0,38,1,462,1
2011,2,2,26,26.0,118.18,0,1,0,0,15,0,0,0.0,0.0,0.0,,15,0,0,0,463,0
2017,0,0,0,0.0,0.0,0,0,0,0,0,0,1,15.0,3.75,24.0,1/7,0,0,1,7,464,1
2019,13,2,2,2.0,50.0,0,0,0,0,2,0,11,36.09,8.27,26.18,2/24,2,0,2,24,465,0
2020,13,3,27,27.0,100.0,3,0,0,0,12*,0,6,63.16,8.29,45.66,2/24,12,1,2,24,465,0
2021,2,1,2,2.0,50.0,0,0,0,0,2,0,0,0.0,0.0,0.0,,2,0,0,0,465,0
2022,2,1,2,2.0,100.0,0,0,0,0,2,2,3,24.0,12.0,12.0,36/2,2,0,36,2,465,0
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,3,24.66,12.33,12.0,40/3,0,0,40,3,465,1
2023,8,3,16,16.0,76.19,2,0,0,0,13,2,11,19.9,7.82,15.27,38/4,13,0,38,4,466,0
2024,10,3,2,0.0,50.0,0,0,0,0,2*,4,14,26.57,10.19,15.64,49/3,2,1,49,3,466,0
2010,0,0,0,0.0,0.0,0,0,0,0,0,0,1,17.0,4.25,24.0,1/15,0,0,1,15,467,1
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,1,62.0,11.62,32.0,1/15,0,0,1,15,467,1
2023,14,10,241,26.78,145.18,23,12,2,0,64,4,0,0.0,0.0,0.0,,64,0,0,0,468,0
2024,6,6,109,18.17,129.76,9,6,0,0,49,2,0,0.0,0.0,0.0,,49,0,0,0,469,0
2025,16,15,369,30.75,145.84,28,21,2,0,70,6,0,0.0,0.0,0.0,,70,0,0,0,469,0
2026,8,6,65,10.83,114.03,4,4,0,0,25,2,0,0.0,0.0,0.0,,25,0,0,0,469,0
2014,2,2,16,8.0,114.28,3,0,0,0,12,0,0,0.0,0.0,0.0,,12,0,0,0,470,0
2015,1,1,4,4.0,57.14,1,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,470,0
2019,7,6,168,28.0,157.0,10,14,0,0,48,0,0,0.0,0.0,0.0,,48,0,0,0,471,0
2020,14,14,353,35.3,169.71,23,25,2,0,77,0,0,0.0,0.0,0.0,,77,0,0,0,471,0
2021,12,11,85,7.72,111.84,3,5,0,0,32,0,0,0.0,0.0,0.0,,32,0,0,0,471,0
2022,14,13,306,38.25,144.33,16,21,2,0,64*,8,0,0.0,0.0,0.0,,64,1,0,0,471,0
2023,15,15,358,29.83,172.94,26,26,2,0,62,6,0,0.0,0.0,0.0,,62,0,0,0,471,0
2024,14,14,499,62.38,178.21,35,36,3,0,75,7,0,0.0,0.0,0.0,,75,0,0,0,471,0
2025,14,14,524,43.67,196.25,45,40,5,0,87*,8,0,0.0,0.0,0.0,,87,1,0,0,471,0
2026,14,14,234,18.0,127.86,11,19,1,0,63,5,0,0.0,0.0,0.0,,63,0,0,0,471,0
2016,2,2,23,11.5,74.19,1,0,0,0,22,0,0,0.0,0.0,0.0,,22,0,0,0,472,0
2019,1,1,7,7.0,43.75,1,0,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,472,0
2020,1,1,1,1.0,33.33,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,472,0
2008,5,4,103,51.5,127.16,13,1,1,0,57,0,0,0.0,0.0,0.0,,57,0,0,0,473,0
2009,4,2,18,9.0,47.36,1,0,0,0,14,0,0,0.0,0.0,0.0,,14,0,0,0,473,0
2026,8,5,63,12.6,126.0,7,2,0,0,22,3,0,0.0,0.0,0.0,,22,0,0,0,474,0
2012,10,10,140,14.0,99.29,16,0,1,0,50,0,0,0.0,0.0,0.0,,50,0,0,0,475,0
2024,13,11,303,33.67,142.92,15,21,2,0,76*,5,3,51.0,11.62,26.33,17/2,76,1,17,2,476,0
2025,13,11,182,22.75,118.95,16,4,0,0,32,6,2,23.5,9.4,15.0,13/1,32,0,13,1,476,0
2026,14,13,302,30.2,171.59,19,21,1,0,56,10,8,40.37,10.41,23.25,17/2,56,0,17,2,476,0
2016,4,3,104,34.66,138.66,7,8,1,0,70,0,0,0.0,0.0,0.0,,70,0,0,0,477,0
2017,13,12,333,30.27,126.13,24,17,3,0,62*,0,0,0.0,0.0,0.0,,62,1,0,0,477,0
2018,15,15,304,23.38,131.03,26,14,1,0,59,0,4,11.0,7.13,9.25,2/11,59,0,2,11,477,0
2019,14,11,344,34.4,146.38,27,21,3,0,85*,0,3,24.0,9.0,16.0,2/11,85,1,2,11,477,0
2020,14,14,352,25.14,138.58,43,12,3,0,87,0,0,0.0,0.0,0.0,,87,0,0,0,477,0
2021,17,16,383,29.46,121.97,34,17,2,0,80,0,0,0.0,0.0,0.0,,80,0,0,0,477,0
2022,14,14,361,27.77,143.82,29,22,2,0,57,6,0,0.0,0.0,0.0,,57,0,0,0,477,0
2023,14,14,413,31.77,140.95,39,20,3,0,75,3,3,25.0,8.49,17.66,17/2,75,0,17,2,477,0
2024,2,2,42,21.0,123.52,5,1,0,0,33,0,0,0.0,0.0,0.0,,33,0,0,0,477,0
2025,11,11,217,21.7,161.94,27,9,2,0,81,2,0,0.0,0.0,0.0,,81,0,0,0,477,0
2026,9,9,225,25.0,151.0,27,10,2,0,91,3,0,0.0,0.0,0.0,,91,0,0,0,477,0
2023,13,3,8,4.0,88.88,1,0,0,0,7*,1,16,23.06,7.82,17.68,37/3,7,1,37,3,478,0
2024,10,4,5,2.5,55.55,1,0,0,0,4,5,8,36.25,8.32,26.12,20/2,4,0,20,2,478,0
2025,14,6,7,1.75,41.17,0,0,0,0,2*,2,24,17.0,8.16,12.5,18/4,2,1,18,4,478,0
2026,14,4,11,3.67,47.82,0,1,0,0,8,4,13,32.92,8.39,23.53,21/3,8,0,21,3,478,0
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,1,26.0,8.66,18.0,2/10,0,0,2,10,479,1
2012,5,1,5,0.0,166.66,1,0,0,0,5*,0,4,23.5,6.71,21.0,2/10,5,1,2,10,479,0
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,8,32.12,9.88,19.5,28/3,0,0,28,3,480,1
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,1,26.0,6.5,24.0,26/1,0,0,26,1,480,1
2008,3,2,11,11.0,122.22,1,0,0,0,10*,0,2,49.5,9.0,33.0,1/30,10,1,1,30,481,0
2022,7,1,8,8.0,160.0,0,1,0,0,8,1,11,21.54,9.17,14.09,23/3,8,0,23,3,482,0
2022,6,6,51,17.0,115.9,1,5,0,0,25*,2,6,29.66,11.86,15.0,30/4,25,1,30,4,483,0
2019,0,0,0,0.0,0.0,0,0,0,0,0,0,5,15.8,7.9,12.0,2/6,0,0,2,6,484,1
2010,5,5,115,57.5,121.05,7,5,1,0,58*,0,0,0.0,0.0,0.0,,58,1,0,0,485,0
2011,3,2,26,13.0,173.33,1,2,0,0,23,0,0,0.0,0.0,0.0,,23,0,0,0,485,0
2012,13,13,340,37.77,132.81,24,16,3,0,76,0,0,0.0,0.0,0.0,,76,0,0,0,485,0
2013,2,2,25,12.5,108.69,2,0,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,485,0
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,4,34.25,8.74,23.5,2/20,0,0,2,20,486,1
2008,2,1,1,0.0,50.0,0,0,0,0,1*,0,1,42.0,8.4,30.0,1/18,1,1,1,18,487,0
2008,9,2,1,0.0,100.0,0,0,0,0,1*,0,4,49.75,7.85,38.0,1/17,1,1,1,17,488,0
2008,0,0,0,0.0,0.0,0,0,0,0,0,0,7,33.71,10.72,18.85,2/29,0,0,2,29,489,1
2008,5,2,5,0.0,62.5,0,0,0,0,4*,0,0,0.0,0.0,0.0,,4,1,0,0,490,0
2009,3,2,1,1.0,50.0,0,0,0,0,1*,0,2,32.5,9.28,21.0,2/18,1,1,2,18,490,0
2010,2,1,1,1.0,50.0,0,0,0,0,1,0,2,40.5,10.12,24.0,2/18,1,0,2,18,490,0
2012,0,0,0,0.0,0.0,0,0,0,0,0,0,7,24.28,8.09,18.0,2/18,0,0,2,18,490,1
2010,9,8,107,13.37,100.94,4,5,0,0,41,0,0,0.0,0.0,0.0,,41,0,0,0,491,0
2012,3,3,15,7.5,62.5,0,0,0,0,6,0,0,0.0,0.0,0.0,,6,0,0,0,491,0
2013,1,1,5,5.0,62.5,0,0,0,0,5,0,0,0.0,0.0,0.0,,5,0,0,0,491,0
2008,13,13,302,27.45,101.68,42,3,2,0,54,0,0,0.0,0.0,0.0,,54,0,0,0,492,0
2009,9,9,142,15.77,112.69,19,2,0,0,36,0,0,0.0,0.0,0.0,,36,0,0,0,492,0
2010,4,4,72,18.0,91.13,6,2,1,0,57,0,0,0.0,0.0,0.0,,57,0,0,0,492,0
2011,14,13,202,20.2,110.38,25,2,0,0,37*,0,0,0.0,0.0,0.0,,37,1,0,0,492,0
2012,14,13,194,17.63,117.57,19,4,0,0,45,0,0,0.0,0.0,0.0,,45,0,0,0,492,0
2013,13,13,294,22.61,115.29,37,4,1,0,61,0,0,0.0,0.0,0.0,,61,0,0,0,492,0
2014,12,12,205,20.5,110.81,30,1,1,0,57*,0,0,0.0,0.0,0.0,,57,1,0,0,492,0
2015,14,14,339,26.07,137.8,47,5,2,0,59,0,0,0.0,0.0,0.0,,59,0,0,0,492,0
2016,10,10,177,17.7,116.44,23,4,1,0,81,0,0,0.0,0.0,0.0,,81,0,0,0,492,0
2017,16,16,395,24.68,134.81,49,8,2,0,70,0,0,0.0,0.0,0.0,,70,0,0,0,492,0
2018,6,6,153,30.6,140.36,20,4,1,0,53,0,0,0.0,0.0,0.0,,53,0,0,0,492,0
2019,14,14,373,26.64,139.17,48,10,2,0,67,0,0,0.0,0.0,0.0,,67,0,0,0,492,0
2013,2,2,5,5.0,55.55,0,0,0,0,4*,0,1,28.0,5.6,30.0,1/20,4,1,1,20,493,0
2014,0,0,0,0.0,0.0,0,0,0,0,0,0,1,83.0,9.22,54.0,1/20,0,0,1,20,493,1
2015,2,1,2,0.0,100.0,0,0,0,0,2*,0,1,31.0,6.2,30.0,1/20,2,1,1,20,493,0
2016,4,1,10,10.0,111.11,1,0,0,0,10,0,1,129.0,9.21,84.0,1/20,10,0,1,20,493,0
2012,12,2,4,0.0,80.0,0,0,0,0,4*,0,17,21.88,7.91,16.58,4/34,4,1,4,34,494,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,15,27.46,7.62,21.6,4/34,0,0,4,34,494,1
2014,0,0,0,0.0,0.0,0,0,0,0,0,0,7,35.0,10.42,20.14,4/34,0,0,4,34,494,1
2014,0,0,0,0.0,0.0,0,0,0,0,0,0,1,29.0,7.25,24.0,4/34,0,0,4,34,495,1
2015,3,1,0,0.0,0.0,0,0,0,0,0*,0,1,97.0,9.7,60.0,4/34,0,1,4,34,495,0
2017,12,9,77,15.4,145.28,5,4,0,0,24,0,15,24.86,8.07,18.46,4/34,24,0,4,34,495,0
2020,14,11,146,20.85,128.07,9,8,1,0,53*,0,12,34.08,7.86,26.0,4/34,53,1,4,34,495,0
2021,7,5,93,31.0,166.07,5,8,1,0,66*,0,9,26.33,8.83,17.88,4/34,66,1,4,34,495,0
2022,5,5,63,15.75,262.5,5,6,1,0,56*,1,7,30.28,10.68,17.0,22/3,56,1,22,3,495,0
2024,16,10,136,22.67,143.15,9,8,0,0,35*,7,18,31.44,9.27,20.33,43/3,35,1,43,3,495,0
2025,14,9,97,24.25,167.24,6,7,0,0,22*,5,16,28.12,9.06,18.62,19/3,22,1,19,3,495,0
2026,8,3,30,10.0,157.89,1,3,0,0,19,2,8,38.37,9.59,24.0,28/3,19,0,28,3,495,0
2026,10,10,278,27.8,158.85,33,12,2,0,62,2,0,0.0,0.0,0.0,,62,0,0,0,496,0
2010,8,7,203,40.6,130.12,9,13,3,0,75*,0,5,20.2,6.8,17.8,2/19,75,1,2,19,497,0
2009,2,2,6,3.0,50.0,1,0,0,0,5,0,0,0.0,0.0,0.0,,5,0,0,0,498,0
2011,14,14,463,35.61,136.98,56,20,2,1,120*,0,7,27.0,7.82,20.71,4/29,120,1,4,29,498,0
2012,6,6,30,5.0,58.82,4,0,0,0,13,0,0,0.0,0.0,0.0,,13,0,0,0,498,0
2013,1,1,6,6.0,35.29,0,0,0,0,6,0,0,0.0,0.0,0.0,,6,0,0,0,498,0
2012,8,4,36,18.0,124.13,4,1,0,0,14,0,7,21.71,6.9,18.85,4/18,14,0,4,18,499,0
2015,10,9,116,14.5,158.9,10,5,0,0,36,0,6,42.0,8.4,30.0,4/18,36,0,4,18,499,0
2016,8,6,57,28.5,96.61,2,3,0,0,19*,0,1,84.0,9.33,54.0,4/18,19,1,4,18,499,0
2017,12,10,144,18.0,129.72,10,7,0,0,35,0,16,12.31,6.12,12.06,4/18,35,0,4,18,499,0
2018,2,2,3,1.5,60.0,0,0,0,0,3,0,1,49.0,12.25,24.0,4/18,3,0,4,18,499,0
2019,7,4,9,2.25,75.0,1,0,0,0,5,0,3,34.0,9.13,22.33,4/18,5,0,4,18,499,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,1,21.0,7.0,18.0,1/21,0,0,1,21,500,1
2014,0,0,0,0.0,0.0,0,0,0,0,0,0,1,35.0,11.66,18.0,1/21,0,0,1,21,500,1
2016,2,1,6,6.0,50.0,0,0,0,0,6,0,0,0.0,0.0,0.0,,6,0,0,0,501,0
2023,9,9,218,27.25,163.9,24,10,2,0,87,5,0,0.0,0.0,0.0,,87,0,0,0,502,0
2024,12,12,435,39.55,182.0,50,24,4,0,89*,12,0,0.0,0.0,0.0,,89,1,0,0,502,0
2025,13,13,403,33.58,175.98,48,22,4,0,65,9,0,0.0,0.0,0.0,,65,0,0,0,502,0
2026,6,6,202,33.67,168.33,16,11,2,0,78,6,0,0.0,0.0,0.0,,78,0,0,0,502,0
2008,5,4,34,8.5,97.14,4,0,0,0,19,0,0,0.0,0.0,0.0,,19,0,0,0,503,0
2009,9,5,53,17.66,103.92,4,2,0,0,29,0,0,0.0,0.0,0.0,,29,0,0,0,503,0
2011,2,1,5,5.0,100.0,1,0,0,0,5,0,0,0.0,0.0,0.0,,5,0,0,0,503,0
2008,15,7,90,22.5,152.54,10,3,0,0,24*,0,17,22.88,8.3,16.52,4/17,24,1,4,17,504,0
2009,14,10,31,6.2,86.11,3,0,0,0,8*,0,12,25.66,6.86,22.41,4/17,8,1,4,17,504,0
2010,14,6,62,12.4,103.33,7,0,0,0,22,0,12,30.58,7.48,24.5,4/17,22,0,4,17,504,0
2011,12,6,48,16.0,87.27,2,2,0,0,15,0,16,21.0,8.12,15.5,4/17,15,0,4,17,504,0
2012,16,12,106,13.25,120.45,9,4,0,0,21*,0,16,26.18,7.35,21.37,4/17,21,1,4,17,504,0
2013,16,11,64,10.66,112.28,5,3,0,0,23,0,11,38.0,7.16,31.81,4/17,23,0,4,17,504,0
2014,11,5,31,10.33,163.15,4,1,0,0,17*,0,14,21.64,7.67,16.92,4/17,17,1,4,17,504,0
2015,13,8,54,13.5,114.89,5,2,0,0,22,0,11,24.45,7.68,19.09,4/17,22,0,4,17,504,0
2016,12,3,27,9.0,103.84,4,0,0,0,11,0,11,24.81,7.72,19.27,4/17,11,0,4,17,504,0
2017,6,1,2,2.0,33.33,0,0,0,0,2,0,6,29.83,8.95,20.0,4/17,2,0,4,17,504,0
2018,15,7,27,6.75,79.41,1,1,0,0,12,0,14,29.42,8.4,21.0,4/17,12,0,4,17,504,0
2019,13,5,42,14.0,113.51,4,2,0,0,14*,0,10,39.9,8.96,26.7,4/17,14,1,4,17,504,0
2020,0,0,0,0.0,0.0,0,0,0,0,0,0,6,31.83,9.09,21.0,4/17,0,0,4,17,504,1
2021,1,1,0,0.0,0.0,0,0,0,0,0*,0,1,38.0,9.5,24.0,4/17,0,1,4,17,504,0
2023,16,4,25,12.5,113.63,1,1,0,0,18,1,22,22.5,8.11,16.63,22/3,18,0,22,3,504,0
2024,11,6,15,3.75,100.0,1,1,0,0,10,1,13,24.0,8.91,16.15,29/3,10,0,29,3,504,0
2019,1,1,16,16.0,94.11,1,1,0,0,16,0,0,0.0,0.0,0.0,,16,0,0,0,505,0
2020,2,2,15,7.5,100.0,2,0,0,0,11,0,0,0.0,0.0,0.0,,11,0,0,0,505,0
2021,2,2,19,9.5,82.6,1,1,0,0,12,0,0,0.0,0.0,0.0,,12,0,0,0,505,0
2024,14,14,334,23.86,156.8,34,20,2,0,71,1,0,0.0,0.0,0.0,,71,0,0,0,505,0
2025,17,17,549,32.29,160.52,56,30,4,0,91,2,0,0.0,0.0,0.0,,91,0,0,0,505,0
2026,14,13,510,42.5,168.87,55,23,6,0,80*,7,0,0.0,0.0,0.0,,80,1,0,0,505,0
2016,5,2,19,19.0,146.15,1,1,0,0,18*,0,3,48.66,8.34,35.0,2/18,18,1,2,18,506,0
2008,7,2,2,1.0,40.0,0,0,0,0,2,0,5,43.0,8.95,28.8,3/18,2,0,3,18,507,0
2010,8,2,10,10.0,71.42,0,0,0,0,6*,0,9,28.66,8.32,20.66,3/18,6,1,3,18,507,0
2012,0,0,0,0.0,0.0,0,0,0,0,0,0,1,42.0,10.5,24.0,3/18,0,0,3,18,507,1
2013,2,1,4,0.0,200.0,1,0,0,0,4*,0,0,0.0,0.0,0.0,,4,1,0,0,507,0
2017,5,3,2,1.0,50.0,0,0,0,0,1*,0,5,36.2,10.05,21.6,3/18,1,1,3,18,507,0
2018,1,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,507,0
2022,3,1,2,2.0,40.0,0,0,0,0,2,1,3,21.66,7.22,18.0,19/2,2,0,19,2,507,0
2026,7,2,3,3.0,33.33,0,0,0,0,3,2,14,21.78,11.73,11.14,34/4,3,0,34,4,508,0
2008,13,4,2,1.0,50.0,0,0,0,0,1*,0,11,25.81,7.67,20.18,3/11,1,1,3,11,509,0
2009,15,4,1,0.33,14.28,0,0,0,0,1,0,18,19.33,6.5,17.83,3/11,1,0,3,11,509,0
2010,16,6,3,1.0,37.5,0,0,0,0,2,0,21,20.42,7.29,16.8,3/11,2,0,3,11,509,0
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,10,26.7,7.24,22.1,3/11,0,0,3,11,509,1
2012,9,3,5,2.5,35.71,0,0,0,0,4,0,9,24.44,7.33,20.0,3/11,4,0,3,11,509,0
2013,16,3,2,2.0,50.0,0,0,0,0,1*,0,16,23.81,7.28,19.62,3/11,1,1,3,11,509,0
2018,1,1,8,8.0,133.33,2,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,510,0
2022,0,0,0,0.0,0.0,0,0,0,0,0,0,2,19.0,6.33,18.0,20/2,0,0,20,2,511,1
2026,6,5,90,45.0,134.32,10,3,0,0,43,0,0,0.0,0.0,0.0,,43,0,0,0,512,0
2018,7,2,1,0.0,20.0,0,0,0,0,1*,0,10,26.0,9.28,16.8,4/30,1,1,4,30,513,0
2019,11,1,0,0.0,0.0,0,0,0,0,0*,0,4,94.25,9.34,60.5,4/30,0,1,4,30,513,0
2020,6,2,2,0.0,50.0,0,0,0,0,2*,0,4,41.0,9.37,26.25,4/30,2,1,4,30,513,0
2021,10,2,0,0.0,0.0,0,0,0,0,0*,0,12,29.25,9.11,19.25,4/30,0,1,4,30,513,0
2022,17,3,6,6.0,50.0,0,0,0,0,4*,2,19,29.0,8.28,21.0,22/3,4,1,22,3,513,0
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,25,19.52,8.27,14.16,41/4,0,0,41,4,513,1
2026,12,1,6,0.0,85.71,1,0,0,0,6*,5,16,25.43,10.43,14.62,28/4,6,1,28,4,513,0
2023,1,1,16,16.0,80.0,2,0,0,0,16,0,1,19.0,6.33,18.0,19/1,16,0,19,1,514,0
2008,13,12,112,11.2,114.28,10,6,0,0,34,0,11,33.27,8.19,24.36,3/18,34,0,3,18,515,0
2009,13,8,65,13.0,141.3,1,6,0,0,14*,0,13,30.3,7.93,22.92,3/18,14,1,3,18,515,0
2010,12,4,4,2.0,50.0,0,0,0,0,3*,0,10,38.0,8.44,27.0,3/18,3,1,3,18,515,0
2011,13,7,27,9.0,87.09,2,1,0,0,15*,0,10,34.5,7.5,27.6,3/18,15,1,3,18,515,0
2012,16,7,35,11.66,116.66,2,1,0,0,10,0,9,48.22,6.88,42.0,3/18,10,0,3,18,515,0
2013,15,7,47,7.83,120.51,3,3,0,0,24,0,12,31.08,6.62,28.16,3/18,24,0,3,18,515,0
2014,3,1,1,1.0,50.0,0,0,0,0,1,0,3,26.0,6.5,24.0,3/18,1,0,3,18,515,0
2015,12,4,17,5.66,68.0,1,0,0,0,12,0,7,47.0,9.13,30.85,3/18,12,0,3,18,515,0
2016,16,7,28,7.0,103.7,4,0,0,0,15,0,9,44.55,7.78,34.33,3/18,15,0,3,18,515,0
2017,6,2,8,8.0,88.88,0,0,0,0,7*,0,6,25.16,9.15,16.5,3/18,7,1,3,18,515,0
2020,3,1,7,0.0,53.84,0,0,0,0,7*,0,0,0.0,0.0,0.0,,7,1,0,0,516,0
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,1,20.0,10.0,12.0,20/1,0,0,20,1,516,1
2013,3,1,3,0.0,50.0,0,0,0,0,3*,0,1,88.0,8.0,66.0,4/20,3,1,4,20,517,0
2014,13,2,5,2.5,55.55,0,0,0,0,3,0,15,23.73,7.26,19.6,4/20,3,0,4,20,517,0
2015,10,2,3,0.0,60.0,0,0,0,0,2*,0,7,38.0,7.82,29.14,4/20,2,1,4,20,517,0
2016,7,1,7,0.0,36.84,1,0,0,0,7*,0,5,28.6,8.93,19.2,4/20,7,1,4,20,517,0
2019,1,1,19,19.0,79.16,2,0,0,0,19,0,0,0.0,0.0,0.0,,19,0,0,0,518,0
2022,1,1,4,0.0,400.0,1,0,0,0,4*,1,0,0.0,0.0,0.0,,4,1,0,0,519,1
2023,5,5,93,31.0,129.16,12,2,1,0,64*,5,0,0.0,0.0,0.0,,64,1,0,0,519,0
2025,6,2,5,0.0,50.0,0,0,0,0,4*,2,3,75.0,9.85,45.66,29/1,4,1,29,1,520,0
2026,0,0,0,0.0,0.0,0,0,0,0,0,0,16,28.68,8.82,19.5,32/3,0,0,32,3,520,1
2019,2,1,0,0.0,0.0,0,0,0,0,0*,0,1,57.0,11.4,30.0,1/29,0,1,1,29,521,0
